title,year,director,genres,country,language,rating,votes,url
机动战士高达UC 剧场版 第七幕：彩虹的彼端 機動戦士ガンダムUC 劇場版 epicode 7: 虹の彼方に,2014,古桥一浩,动作 / 科幻 / 动画,日本,日语,8.5,614,
机动战士高达UC 剧场版 第六幕：宇宙与地球 機動戦士ガンダムUC 劇場版 epicode 6: 宇宙と地球と,2013,古桥一浩,动作 / 科幻 / 动画,日本,日语,8.5,581,
深海的童話 Coo: 遠い海から来たクー,1993,今泽哲男,动画 / 奇幻,日本,日语,8.5,408,
路易·C·K：杜比现场 Louis C.K. at the Dolby,2023,路易·C·K,喜剧 / 脱口秀,美国,英语,8.5,357,
重返金银岛 Остров сокровищ,1988,David Cherkasskiy,喜剧 / 动画 / 惊悚 / 歌舞 / 冒险,苏联,俄语,8.5,283,
爱你的症状如爱你 Liebe dein Symptom wie dich selbst,1996,,,德国,英语,8.5,125,
樱桃小丸子 真人版1 ちびまる子ちゃん,2006,西浦正记,喜剧,日本,日语,8.5,9996,
乱马OVA：邪恶之鬼 らんま1/2 SUPER 邪悪の鬼,1995,井内秀治,剧情 / 动画,日本,日语,8.5,8398,
生命因你动听 Mr. Holland's Opus,1995,斯蒂芬·赫瑞克,剧情 / 音乐,美国,英语 / 美国手语,8.5,6630,
佐贺的超级阿嬷 佐賀のがばいばあちゃん,2006,仓内均,剧情 / 家庭,日本,日语,8.5,7181,
艾美的世界 Amy,1997,纳迪娅·塔斯,剧情 / 音乐,澳大利亚,英语,8.5,6149,
冰上轻驰 Cool Runnings,1993,乔·德特杜巴,喜剧 / 家庭 / 冒险 / 运动,美国,英语 / 德语 / 俄语,8.5,4158,
维多利亚的秘密2010时装秀 The Victoria's Secret Fashion Show,2010,哈密什·汉密尔顿 / Steve Webb,真人秀,美国,英语,8.5,2973,
当风吹起的时候 When the Wind Blows,1986,吉米·村上,剧情 / 动画 / 战争,英国,英语,8.5,2904,
曾有两次：《神秘博士》2017圣诞特别篇 Doctor Who 2017 Christmas Special,2017,瑞秋·塔拉蕾,剧情 / 科幻 / 悬疑 / 冒险,英国,英语,8.5,2939,
小猫的故事 子猫物語,1986,畑正宪,剧情 / 冒险,日本,日语,8.5,2530,
候鸟 Wrony,1994,多罗塔·肯杰扎夫斯卡,剧情,波兰,波兰语,8.5,2059,
七品芝麻官,1980,谢添,剧情 / 喜剧 / 古装 / 戏曲,中国大陆,汉语普通话,8.5,1525,
超时空要塞Plus 剧场版 マクロスプラス MOVIE EDITION,1995,渡边信一郎,剧情 / 爱情 / 科幻 / 动画,日本,日语,8.5,1470,
妄想学生会OVA 生徒会役員共OVA,2012,金泽洪充,喜剧 / 动画,日本,日语,8.5,1425,
清水湾的孩子 Les Enfants du Marais,1999,Jean Becker,剧情 / 喜剧,法国,法语,8.5,1214,
森林大帝 ジャングル大帝,1997,竹内启雄,动画,日本,日语,8.5,1079,
妄想学生会OAD5 生徒会役員共OAD5,2013,金澤洪充,喜剧 / 动画,日本,日语,8.5,1009,
偶像大师剧场版：前往光辉的彼端 THE IDOLM@STER MOVIE 輝きの向こう側へ！,2014,锦织敦史,剧情 / 动画,日本,日语,8.5,934,
家书 Letters Home,1986,香特尔·阿克曼,剧情,法国,法语,8.5,836,
飞跃巅峰 剧场版 トップをねらえ! 劇場版,2006,庵野秀明,科幻 / 动画,日本,日语,8.5,762,
特长生 หนังสั้น The Gifted,2015,Sand Dhammarong Sermrittirong,剧情 / 喜剧 / 科幻 / 奇幻,泰国,泰语,8.5,873,
邦尼和琼 Benny & Joon,1993,耶利米·S·谢奇克,剧情 / 喜剧 / 爱情,美国,英语,8.5,25351,
哆啦A梦：大雄与风之使者 ドラえもん のび太とふしぎ風使い,2003,芝山努,剧情 / 动画 / 儿童 / 奇幻,日本,日语,8.5,9610,
圣诞快乐 Joyeux Noël,2005,克里斯蒂安·卡里翁,剧情 / 音乐 / 历史 / 战争,法国 / 德国 / 英国 / 比利时 / 罗马尼亚 / 挪威 / 日本 / 美国,法语 / 德语 / 英语 / 拉丁语,8.5,10496,
浮士德 Faust: Eine deutsche Volkssage,1926,F·W·茂瑙,恐怖 / 奇幻,德国,,8.5,5338,
浮草,1959,小津安二郎,剧情,日本,日语,8.5,10926,
工作细胞特别篇：感冒 はたらく細胞 特別編 風邪症候群,2018,森田侑希,动画,日本,日语,8.5,5646,
眩：北斋之女 眩～北斎の娘～,2017,加藤拓,剧情 / 历史,日本,日语,8.5,15823,
审判 Le procès,1962,奥逊·威尔斯,剧情 / 悬疑 / 惊悚,法国 / 意大利 / 西德,英语,8.5,7479,
命运之夜 无限剑制 Sunny Day Fate/stay night [Unlimited Blade Works] Sunny Day,2015,三浦贵博,动画,日本,日语 / 英语,8.5,3864,
哆啦A梦：大雄与龙骑士 ドラえもん のび太と竜の骑士,1987,芝山努,科幻 / 动画 / 冒险,日本,日语,8.5,7469,
其后 それから,1985,森田芳光,剧情,日本,日语,8.5,9100,
我的青春恋爱物语果然有问题 OVA やはり俺の青春ラブコメはまちがっている。 OVA,2013,吉村爱,动画,日本,日语,8.5,6024,
爱与死 Love and Death,1975,伍迪·艾伦,喜剧 / 战争,美国,英语,8.5,15465,
哆啦A梦：大雄的宇宙开拓史 映画ドラえもん のび太の宇宙開拓史,1981,西牧秀雄,科幻 / 动画 / 冒险,日本,日语,8.5,8806,
哆啦A梦：大雄的宇宙漂流记 ドラえもん のび太の宇宙漂流記,1999,芝山努,科幻 / 动画 / 冒险,日本,日语,8.5,6470,
哆啦A梦：大雄与动物行星 ドラえもん のび太とアニマル惑星,1990,芝山努,科幻 / 动画 / 冒险,日本,日语,8.5,7503,
流星语 流星語,1999,张之亮,剧情 / 喜剧,中国香港,粤语,8.5,17435,
流浪艺人 Ο Θίασος,1975,西奥·安哲罗普洛斯,剧情 / 历史 / 战争,希腊,希腊语,8.5,5997,
2023最美的夜bilibili晚会,2023,,音乐 / 真人秀,中国大陆,汉语普通话,8.5,5293,
陪着你走 The Mighty,1998,彼德·切尔瑟姆,剧情 / 喜剧,美国,英语,8.5,3261,
交响情人梦 最终乐章 前篇 のだめカンタービレ 最終楽章 前編,2009,武内英树,剧情 / 喜剧 / 音乐,日本,日语,8.5,36172,
战地军魂 Stalag 17,1953,比利·怀尔德,剧情 / 喜剧 / 战争,美国,英语 / 德语,8.5,7704,
彩虹小马：小马国女孩之森林传奇 My Little Pony: Equestria Girls – Legend of Everfree,2016,Ishi Rudell,喜剧 / 动画 / 歌舞 / 家庭 / 奇幻,美国,英语,8.5,1563,
蝙蝠侠：红影迷踪 Batman: Under the Red Hood,2010,布兰登·维埃迪,动作 / 动画 / 惊悚 / 犯罪,美国,英语,8.5,15649,
广播时间 ラヂオの時間,1997,三谷幸喜,喜剧,日本,日语,8.5,14231,
"一路顺风，查理布朗 Bon Voyage, Charlie Brown (and Don't Come Back!)",1980,比尔·莫伦茨,喜剧 / 动画 / 家庭,美国,英语,8.5,3635,
江城奇事,1990,鲍芝芳,喜剧,中国大陆,汉语普通话,8.5,1824,
爵士春秋 All That Jazz,1979,鲍勃·福斯,剧情 / 喜剧 / 音乐 / 歌舞,美国,英语 / 西班牙语,8.5,10999,
梁山伯与祝英台 梁山伯與祝英台,1963,李翰祥,爱情 / 古装 / 戏曲,中国香港,汉语普通话,8.5,6273,
茄子：安达卢西亚之夏 茄子 アンダルシアの夏,2003,高坂希太郎,动画 / 运动,日本,日语,8.5,5204,
奇迹创造者 The Miracle Worker,1962,阿瑟·佩恩,剧情 / 传记,美国,英语 / 美国手语,8.5,2941,
未知死亡 Ghajini,2005,A.R.目虏古多斯,剧情 / 动作 / 爱情 / 悬疑 / 惊悚,印度,泰米尔语 / 泰卢固语,8.5,3108,
梦边缘 夢邊緣,1988,罗镇岳,爱情,中国香港,粤语,8.5,2077,
妈妈的天空 A Home of Our Own,1993,托尼·比尔,剧情 / 传记,美国,英语,8.5,1189,
笑之大学 笑の大学,2004,星护,剧情 / 喜剧,日本,日语,8.5,22043,
北壁 Nordwand,2008,菲利普·施特尔茨尔,剧情 / 历史 / 冒险 / 运动,德国 / 奥地利 / 瑞士,德语 / 瑞士德语 / 法语 / 意大利语,8.5,14945,
男人的争斗 Du rififi chez les hommes,1955,朱尔斯·达辛,剧情 / 惊悚 / 犯罪,法国,法语 / 意大利语,8.5,5356,
莫斯科保卫战 Битва за Москву,1985,尤里·奥泽洛夫 Yuri Ozerov,剧情 / 战争,苏联 / 捷克斯洛伐克 / 东德 / 越南,俄语 / 德语,8.5,3368,
狗脸的岁月 Mitt liv som hund,1985,拉斯·霍尔斯道姆,剧情 / 喜剧,瑞典,瑞典语,8.5,17963,
老兵,2015,何一铮,剧情,中国大陆,汉语普通话,8.5,5742,
蒙古精神 Урга: Территория любви,1991,尼基塔·米哈尔科夫,剧情,法国 / 苏联,蒙古语 / 俄语 / 汉语普通话,8.5,5020,
征服者佩尔 Pelle erövraren,1987,比利·奥古斯特,剧情,丹麦 / 瑞典,丹麦语 / 瑞典语 / 芬兰语,8.5,5187,
母亲 母べえ,2008,山田洋次,剧情 / 家庭,日本,日语,8.5,11501,
Y行动和舒立克的其它冒险 Операция «Ы» и другие приключения Шурика,1965,列昂尼德·盖代,喜剧,苏联,俄语,8.5,964,
霍金传 Hawking,2004,菲利普·马丁,剧情 / 传记,英国,英语,8.5,21048,
寂寞芳心 Issız Adam,2008,查恩·厄尔马克,剧情 / 爱情,土耳其,土耳其语,8.5,19091,
二十四只眼睛 二十四の瞳,1954,木下惠介,剧情,日本,日语,8.5,6357,
擦鞋童 Sciuscià,1946,维托里奥·德西卡,剧情,意大利,意大利语 / 英语,8.5,5367,
大鼻子情圣 Cyrano de Bergerac,2017,德尼·波达利德斯,戏曲,法国,法语,8.6,206,
仁心与冠冕 Kind Hearts and Coronets,1949,罗伯特·哈默,喜剧 / 犯罪,英国,英语,8.5,9336,
逃离索比堡 Escape from Sobibor,1987,杰克·高德,剧情 / 惊悚 / 战争,英国 / 南斯拉夫,英语,8.5,5205,
抓壮丁,1963,陈戈 / 沈剡,喜剧,中国大陆,四川方言,8.5,3519,
杰斯尼克：我思我祷 Anthony Jeselnik: Thoughts and Prayers,2015,,喜剧,美国,英语,8.5,3031,
日照好人,2011,杨真,剧情,中国大陆,汉语普通话,8.5,2493,
海蒂 Heidi,1937,艾伦·德万,剧情 / 家庭,美国,英语,8.5,8144,
圣哥传 聖☆おにいさん,2013,高雄统子,剧情 / 动画 / 奇幻,日本,日语,8.5,10879,
残菊物语 殘菊物語,1939,沟口健二,剧情,日本,日语,8.5,4649,
解放1：炮火弧线 Освобождение: Огненная дуга,1970,尤里·奥泽洛夫,历史 / 战争,苏联,俄语,8.5,2153,
机动战士高达 雷霆宙域 BANDIT FLOWER 機動戦士ガンダム サンダーボルト BANDIT FLOWER,2017,松尾衡,科幻 / 动画 / 战争,日本,日语,8.5,1611,
十分钟年华老去：小号篇 Ten Minutes Older: The Trumpet,2002,陈凯歌 / 维克多·艾里斯 / 沃纳·赫尔佐格 / 吉姆·贾木许 / 阿基·考里斯马基 / 斯派克·李 / 维姆·文德斯,剧情,西班牙 / 英国 / 德国 / 芬兰 / 中国大陆 / 美国 / 日本 / 加拿大,英语 / 德语 / 汉语普通话 / 西班牙语 / 芬兰语,8.5,27007,
泰勒·汤姆林森：青年危机 Taylor Tomlinson: Quarter-Life Crisis,2020,马库斯·雷波依,喜剧 / 脱口秀,美国,英语,8.5,4106,
清作之妻 清作の妻,1965,增村保造,剧情 / 爱情 / 战争,日本,日语,8.5,2617,
尼伯龙根：西格弗里德之死 Die Nibelungen: Siegfried,1924,弗里茨·朗,剧情 / 奇幻 / 冒险,德国,德语,8.5,1872,
虫王战队超王者VS暴太郎战队咚兄弟 王様戦隊キングオージャー VS 暴太郎戦隊ドンブラザーズ,2024,加藤弘之,剧情 / 动作 / 奇幻,日本,日语,8.5,472,
龙与虎OVA：便当的精髓 とらドラ! OVA 弁当の极意,2011,长井龙雪,爱情 / 动画,日本,日语,8.5,4824,
赫尔克里的丰功伟绩 Poirot: The Labours of Hercules,2013,安迪·威尔逊,剧情 / 悬疑 / 犯罪,英国,英语,8.5,2897,
男子游泳部剧场版：永恒的混合泳之约定 劇場版 Free! -Timeless Medley- 約束,2017,河浪荣作,剧情 / 动画 / 运动,日本,日语,8.5,2329,
未了阴阳情 Truly Madly Deeply,1990,安东尼·明格拉,剧情 / 爱情 / 音乐 / 奇幻,英国,英语,8.5,1778,
新灵犬莱西 Lassie,2005,查尔斯·斯特里奇,剧情 / 儿童 / 冒险,英国 / 法国 / 爱尔兰 / 美国,英语,8.5,5615,
古畑任三郎 微笑的袋鼠 古畑任三郎 笑うカンガルー,1995,河野圭太,剧情 / 犯罪,日本,日语,8.5,4456,
古畑任三郎  消失的名侦探 消えた古畑任三郎,1996,河野圭太,喜剧,日本,日语,8.5,3603,
雪地黄金犬 White Fang,1991,兰德尔·克莱泽,剧情 / 冒险,美国,英语,8.5,3219,
奇幻核子战 Fail-Safe,1964,西德尼·吕美特,剧情 / 惊悚 / 战争,美国,英语,8.5,2099,
奥勃洛莫夫一生中的几天 Несколько дней из жизни И. И. Обломова,1980,尼基塔·米哈尔科夫,剧情 / 喜剧 / 爱情,苏联,俄语,8.5,1809,
中二病也要谈恋爱！ 闪耀的圣爆诞祭 中二病でも恋がしたい！ 煌めきの…聖爆誕祭,2013,石原立也,剧情 / 动画,日本,日语,8.5,4039,
裸岛 裸の島,1960,新藤兼人,剧情,日本,日语,8.5,3848,
戴夫·查普尔：一笑置之 Dave Chappelle: Sticks & Stones,2019,斯坦·拉森,喜剧 / 脱口秀,美国,英语,8.5,3674,
丹下左膳余话·百万两之壶 丹下左膳餘話 百萬兩の壺,1935,山中贞雄,喜剧,日本,日语,8.5,1524,
飞哥和小佛：惊奇任务 Phineas and Ferb Mission Marvel,2013,,喜剧 / 动作 / 科幻 / 动画,美国,英语,8.5,774,
阿萨 АССА,1987,谢尔盖·索洛维约夫,剧情 / 历史 / 犯罪,苏联,俄语 / 法语,8.5,465,
妄想学生会2 OAD9 生徒会役員共* OAD9,2020,金泽洪充,喜剧 / 动画,日本,日语,8.5,308,
樱花盛开 Kirschblüten - Hanami,2008,多丽丝·德里,剧情 / 爱情,德国,德语 / 英语 / 日语,8.5,6947,
狐狸与猎狗 The Fox and the Hound,1981,阿特·史蒂文斯 / Richard Rich / 泰德·伯曼,动画 / 冒险,美国,英语,8.5,4651,
最后一课 La dernière leçon,2015,帕斯卡莱·普扎杜,剧情 / 家庭,法国,法语,8.5,3745,
看狗在说话 Homeward Bound: The Incredible Journey,1993,杜维因·邓纳姆,剧情 / 喜剧 / 家庭 / 冒险,美国,英语,8.5,2594,
三毛学生意,1958,黄佐临,喜剧,中国大陆,汉语普通话 / 吴语 / 江淮官话,8.5,2456,
文豪野犬 OAD 文豪ストレイドッグス OAD,2017,五十岚卓哉,动画 / 奇幻,日本,日语,8.5,1924,
吹牛伯爵历险记 Baron Prásil,1962,卡尔·齐曼,喜剧 / 爱情 / 科幻 / 动画 / 战争 / 奇幻 / 冒险,捷克斯洛伐克,捷克语,8.5,1488,
小公主苏菲亚 Sofia the First: Once Upon a Princess,2012,杰米·米切尔,动画 / 歌舞 / 家庭 / 奇幻,美国,英语,8.5,1453,
妄想学生会OAD3 生徒会役員共OAD3,2012,金泽洪充,动画,日本,日语,8.5,1268,
生来自由 Born Free,1966,詹姆斯·希尔,剧情 / 家庭 / 冒险,英国 / 美国,英语,8.5,1205,
妄想学生会OAD4 生徒会役員共OAD4,2013,金泽洪充,动画,日本,日语,8.4,1134,
拂晓的尤娜 OAD 暁のヨナ その背には,2015,米田和弘,动画,日本,日语,8.5,1129,
秀逗魔导士GREAT スレイヤーズぐれえと,1997,渡边浩 / 汤山邦彦,喜剧 / 动画 / 奇幻,日本,日语,8.5,769,
战争与人3 戦争と人間・第3部・完結篇,1973,山本萨夫,剧情 / 爱情 / 家庭 / 战争,日本,日语,8.5,736,
新橙路：那个夏天的开始 新きまぐれオレンジ☆ロード そして、あの夏のはじまり,1996,汤山邦彦 / 石原立也,喜剧 / 爱情 / 动画,日本,日语,8.5,606,
曼联重生 United,2011,詹姆斯·斯特朗,剧情 / 历史 / 运动,英国,英语 / 德语,8.5,8827,
想做熊的孩子 Drengen der ville gøre det umulige,2002,贾尼克·哈斯楚,剧情 / 动画,丹麦 / 法国,丹麦语 / 瑞典语,8.5,4259,
美少女战士S剧场版：竹姬的恋人 劇場版 美少女戦士セーラームーンS,1994,芝田浩樹 Hiroki Shibata,动作 / 爱情 / 动画 / 奇幻,日本,日语,8.5,2531,
黑骏马 Black Beauty,1994,卡罗琳·汤普森,剧情 / 冒险,美国 / 英国,英语,8.5,2553,
路人女主的养成方法♭：恋与纯情的福利回 冴えない彼女の育てかた♭ 第0話 恋と純情のサービス回,2017,龟井干太,动画,日本,日语,8.5,2192,
古都,1963,中村登,剧情,日本,日语,8.5,2179,
狐狸列那 Reineke Fuchs,1989,曼弗雷德·杜尼约克 / 何玉门 / 庄敏瑾,动画 / 儿童,西德 / 中国大陆 / 英国,德语,8.5,1598,
飘舞的军旗下 軍旗はためく下に,1972,深作欣二,剧情 / 悬疑 / 历史 / 战争,日本,日语,8.5,1604,
妄想学生会新OVA1 生徒会役員共新OVA1,2013,金泽洪充,剧情 / 喜剧 / 动画,日本,日语,8.5,1146,
天使降临到了我身边！ OVA 私に天使が舞い降りた！ OVA,2019,平牧大辅,喜剧 / 动画,日本,日语,8.5,1170,
"欢迎光临，或闲人免入 Добро пожаловать, или Посторонним вход воспрещен",1964,依莱姆·克里莫夫,喜剧,苏联,俄语,8.5,1156,
寅次郎的故事8：寅次郎恋歌 男はつらいよ 寅次郎恋歌,1971,山田洋次,喜剧,日本,日语,8.5,835,
车库 Гараж,1980,埃利达尔·梁赞诺夫,剧情 / 喜剧,苏联,俄语,8.5,647,
寅次郎的故事29：紫阳花之恋 男はつらいよ 寅次郎あじさいの恋,1982,山田洋次,喜剧,日本,日语,8.5,625,
机动战士高达UC 剧场版 第七幕：彩虹的彼端 機動戦士ガンダムUC 劇場版 epicode 7: 虹の彼方に,2014,古桥一浩,动作 / 科幻 / 动画,日本,日语,8.5,614,
机动战士高达UC 剧场版 第六幕：宇宙与地球 機動戦士ガンダムUC 劇場版 epicode 6: 宇宙と地球と,2013,古桥一浩,动作 / 科幻 / 动画,日本,日语,8.5,581,
深海的童話 Coo: 遠い海から来たクー,1993,今泽哲男,动画 / 奇幻,日本,日语,8.5,408,
路易·C·K：杜比现场 Louis C.K. at the Dolby,2023,路易·C·K,喜剧 / 脱口秀,美国,英语,8.5,357,
重返金银岛 Остров сокровищ,1988,David Cherkasskiy,喜剧 / 动画 / 惊悚 / 歌舞 / 冒险,苏联,俄语,8.5,283,
特搜战队刑事连者 20th Fireball Booster 特捜戦隊デカレンジャー20thトゥエニスファイヤーボール・ブースター,2024,渡边胜也,动作 / 科幻,日本,日语,8.5,113,
樱桃小丸子 真人版1 ちびまる子ちゃん,2006,西浦正记,喜剧,日本,日语,8.5,9996,
乱马OVA：邪恶之鬼 らんま1/2 SUPER 邪悪の鬼,1995,井内秀治,剧情 / 动画,日本,日语,8.5,8398,
生命因你动听 Mr. Holland's Opus,1995,斯蒂芬·赫瑞克,剧情 / 音乐,美国,英语 / 美国手语,8.5,6630,
佐贺的超级阿嬷 佐賀のがばいばあちゃん,2006,仓内均,剧情 / 家庭,日本,日语,8.5,7181,
冰上轻驰 Cool Runnings,1993,乔·德特杜巴,喜剧 / 家庭 / 冒险 / 运动,美国,英语 / 德语 / 俄语,8.5,4158,
维多利亚的秘密2010时装秀 The Victoria's Secret Fashion Show,2010,哈密什·汉密尔顿 / Steve Webb,真人秀,美国,英语,8.5,2973,
当风吹起的时候 When the Wind Blows,1986,吉米·村上,剧情 / 动画 / 战争,英国,英语,8.5,2904,
曾有两次：《神秘博士》2017圣诞特别篇 Doctor Who 2017 Christmas Special,2017,瑞秋·塔拉蕾,剧情 / 科幻 / 悬疑 / 冒险,英国,英语,8.5,2939,
小猫的故事 子猫物語,1986,畑正宪,剧情 / 冒险,日本,日语,8.5,2530,
超时空要塞Plus 剧场版 マクロスプラス MOVIE EDITION,1995,渡边信一郎,剧情 / 爱情 / 科幻 / 动画,日本,日语,8.5,1470,
妄想学生会OVA 生徒会役員共OVA,2012,金泽洪充,喜剧 / 动画,日本,日语,8.5,1425,
清水湾的孩子 Les Enfants du Marais,1999,Jean Becker,剧情 / 喜剧,法国,法语,8.5,1214,
森林大帝 ジャングル大帝,1997,竹内启雄,动画,日本,日语,8.5,1079,
妄想学生会OAD5 生徒会役員共OAD5,2013,金澤洪充,喜剧 / 动画,日本,日语,8.5,1009,
偶像大师剧场版：前往光辉的彼端 THE IDOLM@STER MOVIE 輝きの向こう側へ！,2014,锦织敦史,剧情 / 动画,日本,日语,8.5,934,
家书 Letters Home,1986,香特尔·阿克曼,剧情,法国,法语,8.5,836,
飞跃巅峰 剧场版 トップをねらえ! 劇場版,2006,庵野秀明,科幻 / 动画,日本,日语,8.5,762,
特长生 หนังสั้น The Gifted,2015,Sand Dhammarong Sermrittirong,剧情 / 喜剧 / 科幻 / 奇幻,泰国,泰语,8.5,873,
